logged_at,run_id,model,candidate,params,cv_roc_auc_mean,cv_roc_auc_std,cv_pr_auc_mean,cv_pr_auc_std,fit_time_sec,rank_roc_auc,is_best
2026-08-20T16:56:54+00:00,20260820T164729Z,random_forest,4,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 13, ""max_features"": 0.4, ""min_samples_leaf"": 24, ""n_estimators"": 513}",0.8627899910747632,0.003691342913684134,0.700368708923054,0.013754643223563203,9.60945405960083,3,False
2026-08-20T16:56:54+00:00,20260820T164729Z,random_forest,5,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 18, ""max_features"": ""sqrt"", ""min_samples_leaf"": 7, ""n_estimators"": 459}",0.8614436095936802,0.004131698821855063,0.69660754514077,0.014533506490864758,8.894947290420532,8,False
2026-08-20T16:56:54+00:00,20260820T164729Z,random_forest,6,"{""class_weight"": ""balanced"", ""max_depth"": 7, ""max_features"": 0.4, ""min_samples_leaf"": 22, ""n_estimators"": 271}",0.8629289335924394,0.0035687195811573017,0.6995168148424294,0.014553401219758667,3.585431671142578,1,True
2026-08-20T16:56:54+00:00,20260820T164729Z,random_forest,7,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""max_features"": ""log2"", ""min_samples_leaf"": 36, ""n_estimators"": 570}",0.8607219946954976,0.003523590071249442,0.6942077723526341,0.015015022598626054,2.916746234893799,9,False
2026-08-20T16:56:54+00:00,20260820T164729Z,random_forest,8,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 14, ""max_features"": ""sqrt"", ""min_samples_leaf"": 28, ""n_estimators"": 388}",0.8626576950100961,0.0034467948140859154,0.6977831236983185,0.014204789193626279,3.337825584411621,4,False
2026-08-20T16:56:54+00:00,20260820T164729Z,random_forest,9,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 15, ""max_features"": 0.4, ""min_samples_leaf"": 14, ""n_estimators"": 214}",0.8621126858633108,0.003948530163642053,0.6981686419017347,0.014711740914462123,3.572778654098511,5,False
2026-08-20T16:56:54+00:00,20260820T164729Z,random_forest,10,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 19, ""max_features"": 0.4, ""min_samples_leaf"": 13, ""n_estimators"": 295}",0.8618531576981752,0.004107192376748753,0.6978160703572425,0.013707580976894404,5.132962417602539,6,False
2026-08-20T16:56:54+00:00,20260820T164729Z,random_forest,11,"{""class_weight"": ""balanced"", ""max_depth"": 13, ""max_features"": 0.4, ""min_samples_leaf"": 4, ""n_estimators"": 587}",0.8582140664265502,0.004299733684031933,0.6911550390352994,0.013708908434669554,10.107346534729004,12,False
2026-08-20T16:56:54+00:00,20260820T164729Z,gradient_boosting,0,"{""learning_rate"": 0.1718, ""max_depth"": 3, ""min_samples_leaf"": 16, ""n_estimators"": 230, ""subsample"": 0.782908}",0.8555307983972552,0.00385223904165116,0.684584069232739,0.007076133550948641,3.9619184494018556,8,False
2026-08-20T16:56:54+00:00,20260820T164729Z,gradient_boosting,1,"{""learning_rate"": 0.163469, ""max_depth"": 3, ""min_samples_leaf"": 49, ""n_estimators"": 234, ""subsample"": 0.814653}",0.8568895232910704,0.005762658541323183,0.687314285498086,0.012940003750714338,6.461523056030273,7,False
